icdg05cqq_flt.fits           52014-04-1114:34:48       88.435623      77879.5      186.865     0.572409      32.1735
icdg05cvq_flt.fits           52014-04-1114:42:44       88.435623      78155.6      188.265     0.326569      37.2232
icdg05cwq_flt.fits           52014-04-1114:44:31       88.435623      77514.1      188.753     0.498369      34.9075
icdg05cxq_flt.fits           52014-04-1114:46:18       88.435623      78433.1      183.144     0.384438      36.9030
icdg05d0q_flt.fits           52014-04-1114:52:28       88.435623      78897.7      173.417     0.373184      37.1970
icdg05d1q_flt.fits           52014-04-1114:54:15       88.435623      78956.8      173.455     0.499474      37.5679
icdg05d2q_flt.fits           52014-04-1114:56:02       88.435623      78998.7      173.685     0.403379      39.5624
icdg05d6q_flt.fits           52014-04-1115:03:58       88.435623      78824.0      177.184     0.283939      40.1471
icdg05d7q_flt.fits           52014-04-1115:05:45       88.435623      79022.1      177.735     0.429737      36.1635
icdg05d8q_flt.fits           52014-04-1115:07:32       88.435623      79299.8      179.536     0.256495      35.7491
icdg06ddq_flt.fits           62014-04-1116:11:33       88.435623      75591.3      185.166     0.805603      33.1151
icdg06deq_flt.fits           62014-04-1116:13:20       88.435623      76362.8      182.129     0.670443      34.7237
icdg06dfq_flt.fits           62014-04-1116:15:07       88.435623      76382.3      179.954     0.610769      34.8067
icdg06dkq_flt.fits           62014-04-1116:23:03       88.435623      76093.2      188.950     0.561121      35.1100
icdg06dlq_flt.fits           62014-04-1116:24:50       88.435623      76889.0      190.867     0.449286      36.5826
icdg06dmq_flt.fits           62014-04-1116:26:37       88.435623      75886.0      193.835     0.606770      34.7849
icdg06dpq_flt.fits           62014-04-1116:32:47       88.435623      79181.1      180.849     0.503351      38.0625
icdg06dqq_flt.fits           62014-04-1116:34:34       88.435623      79346.0      180.138     0.418022      38.2068
icdg06drq_flt.fits           62014-04-1116:36:21       88.435623      79272.3      176.832     0.516253      38.2609
icdg06dvq_flt.fits           62014-04-1116:44:17       88.435623      77651.9      186.563     0.442247      39.8249
icdg06dwq_flt.fits           62014-04-1116:46:04       88.435623      78319.5      182.959     0.378922      39.0551
icdg06dxq_flt.fits           62014-04-1116:47:51       88.435623      78302.9      180.245     0.471300      39.5646
